module_id,work_id,title,source_name,first_author,matched_queries,metadata_status,relevance_review,source_review,author_position_review,work_type_review,reviewer_1,reviewer_2,adjudicator,reviewed_at,notes
D1,10.5194/soil-8-451-2022,Identification of thermal signature and quantification of charcoal in soil using differential scanning calorimetry and benzene polycarboxylic acid (BPCA) markers,SOIL,Brieuc Hardy,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1046/j.1365-2389.2002.00475.x,Evaluation of ferrolysis in soil formation,European Journal of Soil Science,E. Van Ranst,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(17)60399-0,Incorporation of Biochar Carbon into Stable Soil Aggregates: The Role of Clay Mineralogy and Other Soil Characteristics,Pedosphere,Charlene N. KELLY,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2018.01.0054,Evaluation of Soil Tests for Measuring Potentially Mineralizable Soil N in Southern Idaho Soils,Soil Science Society of America Journal,C.W. Rogers,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(15)60093-5,Evaluating Fertilization Effects on Soil Physical Properties Using a Soil Quality Index in an Intensive Rice-Wheat Cropping System,Pedosphere,Bappa DAS,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2014.07.0272,"Potassium Uptake by Corn and Soybean, Recycling to Soil, and Impact on Soil Test Potassium",Soil Science Society of America Journal,Ryan R. Oltmans,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2018.11.0447,Three‐Dimensional Mapping of Organic Carbon using Piecewise Depth Functions in the Red Soil Critical Zone Observatory,Soil Science Society of America Journal,Xiao-Dong Song,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(12)60079-4,Vegetation and Topographic Control on Spatial Variability of Soil Organic Carbon,Pedosphere,I. OUESLATI,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-2-403-2016,"Soil CO <sub>2</sub> efflux in an old-growth southern conifer forest ( <i>Agathis australis</i> ) – magnitude, components and controls",SOIL,Luitgard Schwendenmann,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(11)60138-0,Joint Multifractal Analysis of Scaling Relationships Between Soil Water-Retention Parameters and Soil Texture,Pedosphere,Zheng-Ying WANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-6-35-2020,Machine learning and soil sciences: a review aided by machine learning tools,SOIL,José Padarian,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/j.1365-2389.2007.00922.x,Soil and human health: an epidemiological review,European Journal of Soil Science,R. L. Hough,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2019.01.018,Land parcel-based digital soil mapping of soil nutrient properties in an alluvial-diluvia plain agricultural area in China,Geoderma,Wen Dong,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(15)30038-2,Digital Soil Mapping Using Artificial Neural Networks and Terrain-Related Attributes,Pedosphere,Mohsen BAGHERI BODAGHABADI,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2014.06.032,Digital mapping of soil properties in Canadian managed forests at 250m of resolution using the k-nearest neighbor method,Geoderma,Nicolas Mansuy,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2013.02.001,Functional soil mapping for site-specific soil moisture and crop yield management,Geoderma,Q. Zhu,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2017.06.0206,Prediction and Mapping of Soil Attributes using Diffuse Reflectance Spectroscopy and Magnetic Susceptibility,Soil Science Society of America Journal,Angélica Santos Rabelo de Souza Bahia,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(06)60081-7,Abundance and Dynamics of Soil Labile Carbon Pools Under Different Types of Forest Vegetation,Pedosphere,Pei-Kun JIANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(06)60082-9,Soil Enzyme Activities with Greenhouse Subsurface Irrigation,Pedosphere,Yu-Long ZHANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2012.04.016,Phosphorus forms and related soil chemistry in preferential flowpaths and the soil matrix of a forested podzolic till soil profile,Geoderma,Soile Backnäs,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(11)60173-2,Estimating Soil Erosion in Northeast China Using 137Cs and 210Pbex,Pedosphere,Yu-Hong YANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2003.1810,Supervised Landform Classification to Enhance and Replace Photo‐Interpretation in Semi‐Detailed Soil Survey,Soil Science Society of America Journal,Tomislav Hengl,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-2-287-2016,Climate and soil factors influencing seedling recruitment of plant species used for dryland restoration,SOIL,Miriam Muñoz-Rojas,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/j.1365-2389.2006.00783.x,"Soil moisture, carbon and nitrogen dynamics following incorporation and surface application of labelled crop residues in soil columns",European Journal of Soil Science,F. Coppens,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.12152,A new equation for the soil water retention curve,European Journal of Soil Science,X. Kuang,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2019.05.031,Digital soil mapping algorithms and covariates for soil organic carbon mapping and their implications: A review,Geoderma,Sushil Lamichhane,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2016.06.027,Soil pores and their contributions to soil carbon processes,Geoderma,Alexandra N. Kravchenko,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2011.0109,Soil Compaction Caused by Cut-to-Length Forest Operations and Possible Short-Term Natural Rehabilitation of Soil Density,Soil Science Society of America Journal,Eric R. Labelle,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2023.116457,Developing regional soil micronutrient management strategies through ensemble learning based digital soil mapping,Geoderma,Shubhadip Dasgupta,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2002.5540,Classification of Forested Histosols in Southeast Alaska,Soil Science Society of America Journal,David V. D'Amore,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.pedsph.2023.12.015,Disentangling the contributions of arbuscular mycorrhizal fungi to soil multifunctionality,Pedosphere,Fayuan WANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(18)60020-7,Soil Microbes and Sustainable Agriculture,Pedosphere,Bernard R. GLICK,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2019.113982,Distribution mapping of soil profile carbon and nitrogen with laboratory imaging spectroscopy,Geoderma,P.T. Sorenson,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(15)60041-8,Biochar Effect on Water Evaporation and Hydraulic Conductivity in Sandy Soil,Pedosphere,Jun ZHANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(09)60281-2,Soil Wettability as Affected by Soil Characteristics and Land Use,Pedosphere,X.Y. WANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-8-253-2022,Land use impact on carbon mineralization in well aerated soils is mainly explained by variations of particulate organic matter rather than of soil structure,SOIL,Steffen Schlüter,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-10-425-2024,Ectomycorrhizal fungal network complexity determines soil multi-enzymatic activity,SOIL,Jorge Prieto-Rubio,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-1-131-2015,The fate of seeds in the soil: a review of the influence of overland flow on seed removal and its consequences for the vegetation of arid and semiarid patchy ecosystems,SOIL,E. Bochet,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-6-499-2020,Assessing soil salinity dynamics using time-lapse electromagnetic conductivity imaging,SOIL,Maria Catarina Paz,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(15)60002-9,Responses of Soil Microbial Activity and Biomass to Salinity After Repeated Additions of Plant Residues,Pedosphere,Bannur ELMAJDOUB,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2000.6451826x,"Soil Color as an Indicator of Slash‐and‐Burn Fire Severity and Soil Fertility in Sumatra, Indonesia",Soil Science Society of America Journal,Quirine M. Ketterings,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2014.09.009,Digital soil property mapping and uncertainty estimation using soil class probability rasters,Geoderma,Nathan P. Odgers,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-5-351-2019,Base cations in the soil bank: non-exchangeable pools may sustain centuries of net loss to forestry and leaching,SOIL,Nicholas P. Rosenstock,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2003.0264,Analyzing Digital Terrain Attributes to Predict Soil Attributes for a Relatively Large Area,Soil Science Society of America Journal,Feras M. Ziadat,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-3-61-2017,Soil organic carbon stocks are systematically overestimated by misuse of the parameters bulk density and rock fragment content,SOIL,Christopher Poeplau,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1002/saj2.20008,Field‐scale digital soil mapping of clay: Combining different proximal sensed data and comparing various statistical models,Soil Science Society of America Journal,Maryem Arshad,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2010.0280,Using Additional Criteria for Measuring the Quality of Predictions and Their Uncertainties in a Digital Soil Mapping Framework,Soil Science Society of America Journal,Brendan P. Malone,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-7-639-2021,Heterotrophic soil respiration and carbon cycling in geochemically distinct African tropical forest soils,SOIL,Benjamin Bukombe,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(13)60080-6,Soil Organic Carbon Transformation and Related Properties in Urban Soil Under Impervious Surfaces,Pedosphere,Zong-Qiang WEI,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(21)60035-8,Effects of green iron nanoparticles on iron changes and phytoavailability in a calcareous soil,Pedosphere,Akbar SOLIEMANZADEH,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-6-483-2020,Development of a soil biological quality index for soils of semi-arid tropics,SOIL,Selvaraj Aravindh,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-7-125-2021,Added value of geophysics-based soil mapping in agro-ecosystem simulations,SOIL,Cosimo Brogi,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-4-83-2018,A systemic approach for modeling soil functions,SOIL,Hans-Jörg Vogel,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.13204,A comparison of machine learning algorithms for mapping soil iron parameters indicative of pedogenic processes by hyperspectral imaging of intact soil profiles,European Journal of Soil Science,Shengxiang Xu,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/j.1365-2389.2005.00733.x,Water repellence and soil aggregate dynamics in a loamy grassland soil as affected by texture,European Journal of Soil Science,S. De Gryze,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2008.0242,Soil Organic Carbon and Carbon Dioxide Emission from an Organically Amended Hawaiian Tropical Soil,Soil Science Society of America Journal,Farhat Abbas,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-10-441-2024,Dissolved carbon flow to particulate organic carbon enhances soil carbon sequestration,SOIL,Qintana Si,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2007.01.020,A critical evaluation of the zonalistic foundations of soil science in the United States. Part I: The beginning of soil classification,Geoderma,T.R. Paton,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(18)60001-3,Sampling Designs for Validating Digital Soil Maps: A Review,Pedosphere,Asim BISWAS,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(17)60402-8,Modelling soil erodibility in mountain rangelands of southern Kyrgyzstan,Pedosphere,Maksim KULIKOV,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2022.115988,How can pedology and soil classification contribute towards sustainable development as a data source and information carrier?,Geoderma,J. Bouma,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-4-259-2018,Spatial assessments of soil organic carbon for stakeholder decision-making – a case study from Kenya,SOIL,Tor-Gunnar Vågen,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2019.113888,"A hillslope based digital soil mapping approach, for hydropedological assessments",Geoderma,George van Zijl,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2013.03.0120n,In Situ Determination of Soil Freezing Characteristics for Estimation of Soil Moisture Characteristics using a Dielectric Tube Sensor,Soil Science Society of America Journal,Qiang Cheng,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(09)60138-7,Soil Conservation Measures in Rainfed Olive Orchards in South-Eastern Spain: Impacts of Plant Strips on Soil Water Dynamics,Pedosphere,V.H. DURÁN ZUAZO,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-7-377-2021,Predicting the spatial distribution of soil organic carbon stock in Swedish forests using a group of covariates and site-specific data,SOIL,Kpade O. L. Hounkpatin,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s0016-7061(00)00111-7,Factors of subaqueous soil formation: a system of quantitative pedology for submersed environments,Geoderma,George P. Demas,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-6-17-2020,Identification of new microbial functional standards for soil quality assessment,SOIL,Sören Thiele-Bruhn,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(09)60116-8,Soil Organic Carbon and Its Fractions Across Vegetation Types: Effects of Soil Mineral Surface Area and Microaggregates,Pedosphere,Qing-Biao WU,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.pedsph.2022.06.007,The frontier of soil science: Soil health,Pedosphere,Ren Fang SHEN,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2018.12.037,Digital mapping of soil carbon fractions with machine learning,Geoderma,Hamza Keskin,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-1-459-2015,Evaluation of vineyard growth under four irrigation regimes using vegetation and soil on-the-go sensors,SOIL,J. M. Terrón,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.12784,<i>Optimal interpolation and isarithmic mapping of soil properties: I The semi‐variogram and punctual kriging</i>,European Journal of Soil Science,T. M. Burgess,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-6-245-2020,What do we know about how the terrestrial multicellular soil fauna reacts to microplastic?,SOIL,Frederick Büks,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-11-247-2025,Impacts of soil storage on microbial parameters,SOIL,Nathalie Fromin,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/j.1365-2389.2008.01052_2.x,"Soil Microbiology, Ecology, and Biochemistry ‐ Edited by E.A. Paul",European Journal of Soil Science,C. Campbell,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.12909,A note on knowledge discovery and machine learning in digital soil mapping,European Journal of Soil Science,Alexandre M. J.‐C. Wadoux,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-10-61-2024,"Response of soil nutrients and erodibility to slope aspect in the northern agro-pastoral ecotone, China",SOIL,Yuxin Wu,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2023.116365,Multivariate random forest for digital soil mapping,Geoderma,Stephan van der Westhuizen,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-4-267-2018,Assessment and quantification of marginal lands for biomass production in Europe using soil-quality indicators,SOIL,Werner Gerwin,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2018.08.001,Large-scale soil mapping using multi-configuration EMI and supervised image classification,Geoderma,C. Brogi,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2001.6551463x,"Soil Mapping Using GIS, Expert Knowledge, and Fuzzy Logic",Soil Science Society of America Journal,A. X. Zhu,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1046/j.1365-2389.2001.00378.x,"Effect of suspended soil material and pig slurry on the facilitated transport of pesticides, phosphate and bromide in sandy soil",European Journal of Soil Science,N. Hesketh,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2010.04.006,Digital mapping of A-horizon thickness using the correlation between various soil properties and soil apparent electrical resistivity,Geoderma,Vincent Chaplot,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.pedsph.2023.01.007,Improving inherent soil productivity underpins agricultural sustainability,Pedosphere,Jia Bao ZHANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2013.07.0269,Spatiotemporal Variability of Soil Moisture as Affected by Soil Properties during Irrigation Cycles,Soil Science Society of America Journal,Tao Li,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-8-149-2022,Network complexity of rubber plantations is lower than tropical forests for soil bacteria but not for fungi,SOIL,Guoyu Lan,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-2-71-2016,Potential effects of vinasse as a soil amendment to control runoff and soil loss,SOIL,Z. Hazbavi,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2016.02.013,Soil water repellency and chemical soil properties in a beech forest soil — Spatial variability and interrelations,Geoderma,Jiem Krueger,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(10)60082-3,Environmental Factors Affecting Chromium-Manganese Oxidation-Reduction Reactions in Soil,Pedosphere,D.O.P. TREBIEN,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(17)60422-3,Evaluation of Different Predictor Models for Detailed Soil Particle-Size Distribution,Pedosphere,Fatemeh MESKINI-VISHKAEE,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2020.114420,Digital soil mapping in a low-relief landscape to support wetland restoration decisions,Geoderma,Margaret A. Goldman,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-7-733-2021,Soil <i>δ</i> <sup>15</sup> N is a better indicator of ecosystem nitrogen cycling than plant <i>δ</i> <sup>15</sup> N: A global meta-analysis,SOIL,Kaihua Liao,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/j.geoderma.2023.116467,Integrating additional spectroscopically inferred soil data improves the accuracy of digital soil mapping,Geoderma,Songchao Chen,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1016/s1002-0160(13)60005-3,Combined Use of Alkaline Slag and Rapeseed Cake to Ameliorate Soil Acidity in an Acid Tea Garden Soil,Pedosphere,Lei WANG,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.12170,Diffusion probe for gas sampling in undisturbed soil,European Journal of Soil Science,S. O. Petersen,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.1111/ejss.12851,Digital soil mapping based on empirical mode decomposition components of environmental covariates,European Journal of Soil Science,Xiao‐Lin Sun,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.2136/sssaj2000.6431042x,Soil Structure and Soil Organic Matter II. A Normalized Stability Index and the Effect of Mineralogy,Soil Science Society of America Journal,J. Six,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
D1,10.5194/soil-8-85-2022,"An underground, wireless, open-source, low-cost system for monitoring oxygen, temperature, and soil moisture",SOIL,Elad Levintal,soil taxonomy classification pedology digital soil mapping soil survey,metadata_screened,pending,pending,pending,pending,,,,,
